,0
1164,"['15', '센', '티', '미', '터_', '플', '랫', '에_', '터', '키', '로_', '해주', '시', '고_', '치', '즈', '는_', '슈', '레', '드_', '치', '츠', '로_', '할', '게', '요_']"
1165,"['6', '인', '치_', '하', '티', '에_', '로', '스트_', '치', '킨', '으로_', '해주', '시', '고_', '치', '즈', '는_', '모', '차', '렐', '라', '로_', '할', '게', '요_']"
1166,"['30', '센', '치_', '플', '랫', '에_', '페', '퍼_', '치', '킨_', '슈', '니', '첼', '으로_', '해주', '시', '고_', '치', '즈', '는_', '슈', '레', '드로_', '할', '게', '요_']"
1167,"['30', '센', '치_', '플', '랫', '에_', '햄', '으로_', '해주', '시', '고_', '치', '즈', '는_', '모', '짜', '렐', '라', '로_', '할', '게', '요_']"
1168,"['30', '센', '치_', '허', '니', '오', '트에_', '써', '브', '웨이_', '클럽', '으로_', '해주', '시', '고_', '치', '즈', '는_', '모', '차', '렐', '라', '로_', '할', '게', '요_']"
1169,"['30', '센', '티', '미', '터_', '허', '니', '오', '트에_', '스', '테이', '크_', '치', '즈', '로_', '해주', '시', '고_', '치', '즈', '는_', '슈', '레', '드로_', '할', '게', '요_']"
1170,"['15', 'c', 'm_', '파', '마', '산', '오', '레', '가', '노', '에_', '이탈', '리아', 'ᆫ', '_', 'b', 'l', 't', '로_', '해주', '시', '고_', '치', '즈', '는_', '모', '짜', '렐', '라', '로_', '할', '게', '요_']"
1171,"['15', '센', '치_', '화', '이', '트에_', '에', '그', '마', '요', '로_', '해주', '시', '고_', '치', '즈', '는_', '아', '메리', '칸', '_', '치', '즈', '로_', '할', '게', '요_']"
1172,"['30', '센', '티', '미', '터_', '화', '이', '트에_', '쉬', '림', '프로_', '해주', '시', '고_', '치', '즈', '는_', '모', '차', '렐', '라_', '치', '츠', '로_', '할', '게', '요_']"
1173,"['6', '인', '치_', '위', '트에_', '베', '지로_', '해주', '시', '고_', '치', '즈', '는_', '아', '메리', '칸', '_', '치', '즈', '로_', '할', '게', '요_']"
1174,"['풋', '롱', '_', '플', '랫', '에_', 'b', 'm', 't', '로_', '해주', '시', '고_', '치', '즈', '는_', '아', '메리', '칸', '으로_', '할', '게', '요_']"
1175,"['15', '센', '티', '미', '터_', '화', '이', '트에_', '터', '키', '로_', '해주', '시', '고_', '치', '즈', '는_', '모', '차', '렐', '라', '로_', '할', '게', '요_']"
1176,"['30', '센', '치_', '허', '니', '오', '트에_', '이탈', '리아', 'ᆫ', '_', '비', '엠', '티', '로_', '해주', '시', '고_', '치', '즈', '는_', '모', '차', '렐', '라_', '치', '츠', '로_', '할', '게', '요_']"
1177,"['15', '센', '치', '미', '터_', '화', '이', '트에_', '로', '스트_', '치', '킨', '으로_', '해주', '시', '고_', '치', '즈', '는_', '아', '메리', '칸', '_', '치', '즈', '로_', '할', '게', '요_']"
1178,"['30', '센', '티', '미', '터_', '허', '니', '오', '트에_', '터', '키', '로_', '해주', '시', '고_', '치', '즈', '는_', '슈', '레', '드로_', '할', '게', '요_']"
1179,"['30', '센', '티', '미', '터_', '허', '니', '오', '트에_', '쉬', '림', '프로_', '해주', '시', '고_', '치', '즈', '는_', '슈', '레', '드_', '치', '츠', '로_', '할', '게', '요_']"
1180,"['풋', '롱', '_', '플', '랫', '에_', '풀', '드_', '포', '크_', '바', '비', '큐', '로_', '해주', '시', '고_', '치', '즈', '는_', '모', '차', '렐', '라_', '치', '츠', '로_', '할', '게', '요_']"
1181,"['15', '센', '티', '미', '터_', '플', '랫', '에_', '미', '트', '볼', '으로_', '해주', '시', '고_', '치', '즈', '는_', '슈', '레', '드_', '치', '츠', '로_', '할', '게', '요_']"
1182,"['15', 'c', 'm_', '하', '티', '에_', '페', '퍼_', '치', '킨_', '슈', '니', '첼', '으로_', '해주', '시', '고_', '치', '즈', '는_', '슈', '레', '드로_', '할', '게', '요_']"
1183,"['30', 'c', 'm_', '파', '마', '산', '에_', '터', '키', '로_', '해주', '시', '고_', '치', '즈', '는_', '모', '짜', '렐', '라', '로_', '할', '게', '요_']"
1184,"['30', '센', '치', '미', '터_', '화', '이', '트에_', '터', '키_', '베이', '컨', '_', '아', '보', '카', '도로_', '해주', '시', '고_', '치', '즈', '는_', '슈', '레', '드로_', '할', '게', '요_']"
1185,"['15', 'c', 'm_', '위', '트에_', 'k', '바', '비', '큐', '로_', '해주', '시', '고_', '치', '즈', '는_', '슈', '레', '드로_', '할', '게', '요_']"
1186,"['30', '센', '티', '미', '터_', '허', '니', '오', '트에_', '베', '지로_', '해주', '시', '고_', '치', '즈', '는_', '아', '메리', '칸', '_', '치', '즈', '로_', '할', '게', '요_']"
1187,"['30', '센', '티_', '위', '트에_', 'b', 'm', 't', '로_', '해주', '시', '고_', '치', '즈', '는_', '모', '짜', '렐', '라', '로_', '할', '게', '요_']"
1188,"['15', '센', '치_', '화', '이', '트에_', '미', '트', '볼', '으로_', '해주', '시', '고_', '치', '즈', '는_', '아', '메리', '칸', '_', '치', '즈', '로_', '할', '게', '요_']"
1189,"['15', '센', '치_', '파', '마', '산', '에_', '스', '파이', '시_', '이탈', '리아', 'ᆫ', '으로_', '해주', '시', '고_', '치', '즈', '는_', '모', '짜', '렐', '라', '로_', '할', '게', '요_']"
1190,"['30', '센', '티_', '위', '트에_', '터', '키_', '베이', '컨', '_', '아', '보', '카', '도로_', '해주', '시', '고_', '치', '즈', '는_', '슈', '레', '드_', '치', '츠', '로_', '할', '게', '요_']"
1191,"['30', '센', '티', '미', '터_', '허', '니', '오', '트에_', '써', '브', '웨이_', '클럽', '으로_', '해주', '시', '고_', '치', '즈', '는_', '슈', '레', '드로_', '할', '게', '요_']"
1192,"['30', 'c', 'm_', '위', '트에_', '햄', '으로_', '해주', '시', '고_', '치', '즈', '는_', '모', '차', '렐', '라', '로_', '할', '게', '요_']"
1193,"['6', 'in', 'ch', '_', '위', '트에_', '터', '키', '로_', '해주', '시', '고_', '치', '즈', '는_', '아', '메리', '칸', '_', '치', '즈', '로_', '할', '게', '요_']"
1194,"['15', '센', '티_', '위', '트에_', '햄', '으로_', '해주', '시', '고_', '치', '즈', '는_', '슈', '레', '드_', '치', '츠', '로_', '할', '게', '요_']"
1195,"['30', '센', '치_', '화', '이', '트에_', '햄', '으로_', '해주', '시', '고_', '치', '즈', '는_', '아', '메리', '칸', '_', '치', '즈', '로_', '할', '게', '요_']"
1196,"['15', '센', '치', '미', '터_', '화', '이', '트에_', '터', '키', '로_', '해주', '시', '고_', '치', '즈', '는_', '슈', '레', '드_', '치', '츠', '로_', '할', '게', '요_']"
1197,"['15', '센', '티_', '하', '티', '에_', '스', '테이', '크_', '치', '즈', '로_', '해주', '시', '고_', '치', '즈', '는_', '모', '짜', '렐', '라', '로_', '할', '게', '요_']"
1198,"['30', '센', '치_', '하', '티', '에_', 'k', '바', '비', '큐', '로_', '해주', '시', '고_', '치', '즈', '는_', '모', '차', '렐', '라', '로_', '할', '게', '요_']"
1199,"['6', '인', '치_', '화', '이', '트에_', '에', '그', '마', '요', '로_', '해주', '시', '고_', '치', '즈', '는_', '모', '짜', '렐', '라', '로_', '할', '게', '요_']"
1200,"['야', '채', '는_', '오', '이하고_', '피', '망', '_', '양', '파', '랑_', '양', '상', '추', '_', '빼', '주', '세요_']"
1201,"['야', '채', '는_', '토', '마', '토_', '할', '라', '피', '뇨', '랑_', '양', '파', '하고_', '오', '이_', '빼', '주', '세요_']"
1202,"['야', '채', '는_', '피', '클', '이라', 'ᆼ', '_', '양', '파_', '토', '마', '토', '하고_', '피', '망', '_', '빼', '주', '세요_']"
1203,"['토', '마', '토_', '올리', '브', '하고_', '양', '파', '요_']"
1204,"['토', '마', '토_', '피', '망', '하고_', '양', '상', '추', '_', '빼', '주', '시', '고_', '양', '파', '도_', '빼', '주', '세요_']"
1205,"['채', '소는_', '할', '라', '피', '뇨', '하고_', '피', '클', '_', '양', '파_', '빼', '주', '시', '고_', '오', '이', '도_', '빼', '주', '세요_']"
1206,"['양', '상', '추', '하고_', '피', '망', '_', '토', '마', '토', '랑_', '할', '라', '피', '뇨', '_', '빼', '주', '세요_']"
1207,"['양', '상', '추', '하고_', '피', '클', '_', '피', '망', '이라', 'ᆼ', '_', '오', '이', '요_']"
1208,"['채', '소는_', '양', '상', '추', '_', '피', '망', '이라', 'ᆼ', '_', '올리', '브_', '빼', '주', '시', '고_', '할', '라', '피', '뇨', '도_', '빼', '주', '세요_']"
1209,"['야', '채', '는_', '할', '라', '피', '뇨', '하고_', '올리', '브_', '양', '상', '추', '_', '빼', '주', '시', '고_', '오', '이', '도_', '빼', '주', '세요_']"
1210,"['양', '상', '추', '_', '올리', '브_', '피', '망', '_', '그리고_', '양', '파', '요_']"
1211,"['야', '채', '는_', '양', '상', '추', '랑_', '오', '이하고_', '올리', '브_', '빼', '주', '시', '고_', '양', '파', '도_', '빼', '주', '세요_']"
1212,"['야', '채', '는_', '할', '라', '피', '뇨', '하고_', '양', '상', '추', '_', '오', '이라', 'ᆼ', '_', '피', '망', '_', '빼', '주', '세요_']"
1213,"['채', '소는_', '오', '이라', 'ᆼ', '_', '올리', '브_', '토', '마', '토_', '빼', '주', '시', '고_', '피', '클', '도_', '빼', '주', '세요_']"
1214,"['채', '소는_', '오', '이_', '올리', '브', '하고_', '양', '상', '추', '랑_', '토', '마', '토_', '빼', '주', '세요_']"
1215,"['채', '소는_', '토', '마', '토', '하고_', '피', '망', '이라', 'ᆼ', '_', '피', '클', '_', '양', '상', '추', '_', '빼', '주', '세요_']"
1216,"['채', '소는_', '피', '클', '하고_', '토', '마', '토_', '할', '라', '피', '뇨', '_', '빼', '주', '시', '고_', '오', '이', '도_', '빼', '주', '세요_']"
1217,"['할', '라', '피', '뇨', '하고_', '양', '상', '추', '_', '양', '파', '랑_', '피', '클', '이', '요_']"
1218,"['토', '마', '토', '하고_', '양', '상', '추', '랑_', '올리', '브_', '피', '망', '이', '요_']"
1219,"['채', '소는_', '양', '상', '추', '랑_', '할', '라', '피', '뇨', '_', '빼', '주', '시', '고_', '양', '파', '도_', '빼', '주', '세요_']"
1220,"['야', '채', '는_', '피', '망', '하고_', '양', '파_', '양', '상', '추', '_', '빼', '주', '시', '고_', '토', '마', '토', '도_', '빼', '주', '세요_']"
1221,"['채', '소는_', '토', '마', '토_', '양', '상', '추', '하고_', '양', '파', '랑_', '할', '라', '피', '뇨', '_', '빼', '주', '세요_']"
1222,"['야', '채', '는_', '토', '마', '토', '랑_', '피', '클', '하고_', '양', '상', '추', '_', '빼', '주', '시', '고_', '오', '이', '도_', '빼', '주', '세요_']"
1223,"['야', '채', '는_', '양', '파', '하고_', '올리', '브_', '토', '마', '토_', '빼', '주', '시', '고_', '피', '클', '도_', '빼', '주', '세요_']"
1224,"['피', '망', '이라', 'ᆼ', '_', '양', '상', '추', '하고_', '올리', '브_', '빼', '주', '세요_']"
1225,"['양', '상', '추', '_', '피', '클', '하고_', '올리', '브_', '빼', '주', '시', '고_', '피', '망', '도_', '빼', '주', '세요_']"
1226,"['토', '마', '토_', '피', '망', '이', '요_']"
1227,"['할', '라', '피', '뇨', '랑_', '양', '파_', '피', '망', '하고_', '양', '상', '추', '_', '빼', '주', '세요_']"
1228,"['양', '상', '추', '랑_', '할', '라', '피', '뇨', '하고_', '피', '클', '_', '오', '이', '요_']"
1229,"['채', '소는_', '피', '망', '하고_', '올리', '브_', '양', '상', '추', '랑_', '할', '라', '피', '뇨', '_', '빼', '주', '세요_']"
1230,"['양', '상', '추', '하고_', '양', '파', '랑_', '오', '이_', '피', '클', '_', '빼', '주', '세요_']"
1231,"['피', '망', '하고_', '할', '라', '피', '뇨', '랑_', '피', '클', '_', '오', '이', '요_']"
1232,"['야', '채', '는_', '오', '이라', 'ᆼ', '_', '양', '상', '추', '_', '양', '파_', '빼', '주', '시', '고_', '피', '망', '도_', '빼', '주', '세요_']"
1233,"['오', '이라', 'ᆼ', '_', '양', '파_', '피', '클', '_', '빼', '주', '시', '고_', '토', '마', '토', '도_', '빼', '주', '세요_']"
1234,"['야', '채', '는_', '토', '마', '토', '랑_', '올리', '브', '하고_', '피', '망', '_', '양', '파_', '빼', '주', '세요_']"
1235,"['야', '채', '는_', '오', '이_', '올리', '브라', 'ᆼ', '_', '토', '마', '토', '하고_', '피', '클', '_', '빼', '주', '세요_']"
1236,"['토', '마', '토', '랑_', '양', '상', '추', '하고_', '피', '망', '_', '오', '이_', '빼', '주', '세요_']"
1237,"['오', '이하고_', '올리', '브라', 'ᆼ', '_', '양', '파_', '피', '망', '_', '빼', '주', '세요_']"
1238,"['채', '소는_', '양', '파_', '올리', '브라', 'ᆼ', '_', '양', '상', '추', '하고_', '토', '마', '토_', '빼', '주', '세요_']"
1239,"['피', '클', '이라', 'ᆼ', '_', '토', '마', '토_', '양', '파', '하고_', '양', '상', '추', '_', '빼', '주', '세요_']"
1240,"['피', '망', '_', '올리', '브', '하고_', '양', '상', '추', '요_']"
1241,"['야', '채', '는_', '피', '클', '하고_', '양', '파_', '빼', '주', '시', '고_', '오', '이', '도_', '빼', '주', '세요_']"
1242,"['야', '채', '는_', '할', '라', '피', '뇨', '랑_', '올리', '브', '하고_', '오', '이_', '토', '마', '토_', '빼', '주', '세요_']"
1243,"['채', '소는_', '토', '마', '토', '랑_', '피', '클', '하고_', '할', '라', '피', '뇨', '_', '양', '파_', '빼', '주', '세요_']"
1244,"['피', '망', '하고_', '토', '마', '토', '랑_', '양', '파_', '피', '클', '이', '요_']"
1245,"['채', '소는_', '할', '라', '피', '뇨', '하고_', '토', '마', '토', '랑_', '양', '파_', '피', '망', '_', '빼', '주', '세요_']"
1246,"['채', '소는_', '양', '상', '추', '랑_', '할', '라', '피', '뇨', '_', '토', '마', '토_', '빼', '주', '시', '고_', '피', '망', '도_', '빼', '주', '세요_']"
1247,"['채', '소는_', '양', '파_', '올리', '브라', 'ᆼ', '_', '피', '망', '하고_', '오', '이_', '빼', '주', '세요_']"
1248,"['토', '마', '토_', '양', '파_', '피', '망', '_', '그리고_', '할', '라', '피', '뇨', '요_']"
1249,"['토', '마', '토', '하고_', '양', '상', '추', '_', '빼', '주', '시', '고_', '피', '망', '도_', '빼', '주', '세요_']"
1250,"['야', '채', '는_', '양', '파_', '빼', '주', '시', '고_', '피', '망', '도_', '빼', '주', '세요_']"
1251,"['야', '채', '는_', '오', '이_', '양', '파', '하고_', '토', '마', '토_', '빼', '주', '시', '고_', '피', '클', '도_', '빼', '주', '세요_']"
1252,"['채', '소는_', '할', '라', '피', '뇨', '_', '양', '파_', '빼', '주', '시', '고_', '양', '상', '추', '도_', '빼', '주', '세요_']"
1253,"['채', '소는_', '할', '라', '피', '뇨', '하고_', '오', '이_', '빼', '주', '시', '고_', '양', '파', '도_', '빼', '주', '세요_']"
1254,"['채', '소는_', '양', '상', '추', '_', '토', '마', '토', '랑_', '피', '망', '_', '빼', '주', '시', '고_', '양', '파', '도_', '빼', '주', '세요_']"
1255,"['피', '망', '_', '피', '클', '_', '빼', '주', '시', '고_', '양', '상', '추', '도_', '빼', '주', '세요_']"
1256,"['야', '채', '는_', '양', '상', '추', '하고_', '피', '망', '_', '빼', '주', '시', '고_', '피', '클', '도_', '빼', '주', '세요_']"
1257,"['양', '파', '하고_', '피', '클', '이라', 'ᆼ', '_', '토', '마', '토_', '빼', '주', '시', '고_', '양', '상', '추', '도_', '빼', '주', '세요_']"
1258,"['채', '소는_', '피', '망', '_', '양', '상', '추', '랑_', '오', '이_', '빼', '주', '시', '고_', '양', '파', '도_', '빼', '주', '세요_']"
1259,"['야', '채', '는_', '토', '마', '토', '하고_', '양', '상', '추', '랑_', '피', '클', '_', '빼', '주', '시', '고_', '올리', '브', '도_', '빼', '주', '세요_']"
1260,"['올리', '브_', '양', '상', '추', '하고_', '피', '망', '이라', 'ᆼ', '_', '양', '파', '요_']"
1261,"['피', '클', '_', '양', '상', '추', '랑_', '올리', '브_', '빼', '주', '시', '고_', '할', '라', '피', '뇨', '도_', '빼', '주', '세요_']"
1262,"['야', '채', '는_', '양', '상', '추', '랑_', '토', '마', '토_', '오', '이하고_', '피', '클', '_', '빼', '주', '세요_']"
1263,"['야', '채', '는_', '토', '마', '토', '하고_', '피', '망', '_', '양', '파', '랑_', '할', '라', '피', '뇨', '_', '빼', '주', '세요_']"
